,Average ICSEA value,Boys,Completed senior secondary school,Full-time equivalent enrolments,Full-time equivalent non-teaching staff,Full-time equivalent teaching staff,Girls,Indigenous students,Location,Name,Non-teaching staff,SMCLID,School ICSEA value,School sector,School type,School-based apprenticeships and traineeships,Senior secondary certificate awarded,Teaching staff,Total enrolments,VET enrolments,Year,Year 3 | Grammar,Year 3 | Numeracy,Year 3 | Reading,Year 3 | Spelling,Year 3 | Writing,Year 5 | Grammar,Year 5 | Numeracy,Year 5 | Reading,Year 5 | Spelling,Year 5 | Writing,Year 7 | Grammar,Year 7 | Numeracy,Year 7 | Reading,Year 7 | Spelling,Year 7 | Writing,Year 9 | Grammar,Year 9 | Numeracy,Year 9 | Reading,Year 9 | Spelling,Year 9 | Writing,Year range
2274,1000,485,,816.3,34.5,78.8,339,-,Metropolitan,"Scotch College, Torrens Park, SA",42,91075,1166,Non-government,Combined,,,85,824,,2008,469,462,484,448,466,542,513,532,509,504,584,591,575,565,564,624,624,624,610,625,-
2275,1000,157,,306,14.4,20.8,149,7%,Metropolitan,"Hackham East Primary School, Hackham, SA",21,90857,947,Government,Primary,,,24,306,,2014,372,352,368,353,359,442,438,431,445,416,509,504,511,516,470,,,,,,"U, R-7"
2276,1000,180,,357,12.2,22.5,177,6%,Metropolitan,"Hackham East Primary School, Hackham, SA",17,90857,954,Government,Primary,,,27,357,,2013,395,351,373,372,390,486,458,473,468,420,483,487,503,505,474,,,,,,"U, R-7"
2277,1000,117,,229,11.7,13.4,112,5%,Metropolitan,"Hackham East Primary School, Hackham, SA",16,90857,954,Government,Primary,,,16,229,,2012,348,358,362,364,381,456,437,455,449,427,512,490,510,517,482,,,,,,3-7
2278,1000,126,,252,8.3,14.6,126,2%,Metropolitan,"Hackham East Primary School, Hackham, SA",14,90857,964,Government,Primary,,,16,252,,2011,374,358,374,363,378,459,439,451,450,447,490,488,503,497,487,,,,,,R-7
2279,1000,136,,266,11.7,15.2,130,2%,Metropolitan,"Hackham East Primary School, Hackham, SA",15,90857,941,Government,Primary,,,16,266,,2010,325,356,348,341,366,471,453,461,458,478,549,520,554,535,540,,,,,,3-7
2280,1000,126,,256,11.2,12.6,130,3%,Metropolitan,"Hackham East Primary School, Hackham, SA",15,90857,933,Government,Primary,,,14,256,,2009,360,338,358,353,387,467,440,458,468,442,497,516,518,517,515,,,,,,3-7
2281,1000,143,,278,7.9,14.8,135,4%,Metropolitan,"Hackham East Primary School, Hackham, SA",10,90857,933,Government,Primary,,,16,278,,2008,382,390,393,397,418,468,446,459,459,440,490,506,504,511,507,,,,,,-
2282,1000,118,,205,11,18.5,87,13%,Metropolitan,"O'Sullivan Beach Primary School, O'Sullivan Beach, SA",16,90856,942,Government,Primary,,,21,205,,2014,369,342,397,383,347,469,458,451,480,451,528,503,538,532,487,,,,,,R-7
2283,1000,113,,200,8.5,13.9,87,14%,Metropolitan,"O'Sullivan Beach Primary School, O'Sullivan Beach, SA",14,90856,921,Government,Primary,,,15,200,,2013,368,331,403,372,290,444,439,466,445,444,451,470,458,492,450,,,,,,R-7
2284,1000,101,,179,7.3,14.4,78,7%,Metropolitan,"O'Sullivan Beach Primary School, O'Sullivan Beach, SA",11,90856,937,Government,Primary,,,16,179,,2012,383,380,382,385,397,458,457,468,464,447,527,529,534,544,505,,,,,,R-7
2285,1000,88,,174,5.4,12.2,86,10%,Metropolitan,"O'Sullivan Beach Primary School, O'Sullivan Beach, SA",7,90856,930,Government,Primary,,,14,174,,2011,364,348,381,344,331,410,417,426,425,411,502,510,510,503,464,,,,,,R-7
2286,1000,98,,179,5.3,13.3,81,9%,Metropolitan,"O'Sullivan Beach Primary School, O'Sullivan Beach, SA",7,90856,918,Government,Primary,,,15,179,,2010,408,376,392,372,375,474,457,473,477,465,507,526,517,506,492,,,,,,R-7
2287,1000,97,,182,6.1,13.6,85,11%,Metropolitan,"O'Sullivan Beach Primary School, O'Sullivan Beach, SA",8,90856,909,Government,Primary,,,16,182,,2009,309,294,318,300,349,431,437,469,440,438,466,471,484,478,480,,,,,,R-7
2288,1000,91,,180,6.1,13.6,89,13%,Metropolitan,"O'Sullivan Beach Primary School, O'Sullivan Beach, SA",8,90856,909,Government,Primary,,,17,180,,2008,356,361,372,356,349,462,433,460,475,449,499,486,497,502,487,,,,,,-
2289,1000,-,88,742,31.5,70,742,1%,Metropolitan,"Wilderness School, Medindie, SA",56,91078,1182,Non-government,Combined,,88,92,742,162,2014,504,454,492,479,470,545,524,557,530,520,621,604,608,612,592,652,667,661,637,651,R-12
2290,1000,-,79,737,31,70.1,737,0%,Metropolitan,"Wilderness School, Medindie, SA",52,91078,1175,Non-government,Combined,,79,97,737,2,2013,513,443,487,458,475,538,509,537,537,530,611,617,606,611,599,655,651,625,629,639,"U, R-12"
2291,1000,-,95,735,29,67.9,735,0%,Metropolitan,"Wilderness School, Medindie, SA",49,91078,1160,Non-government,Combined,4,95,90,735,42,2012,489,434,495,458,457,529,509,533,522,524,623,632,612,601,597,654,664,645,636,633,"U, R-12"
2292,1000,-,70,741,27.5,69,741,-,Metropolitan,"Wilderness School, Medindie, SA",46,91078,1174,Non-government,Combined,3,70,90,741,49,2011,471,425,455,461,463,581,553,555,544,554,618,612,591,587,617,633,635,625,629,648,"U, R-12"
2293,1000,-,69,718.6,30.2,67.6,719,-,Metropolitan,"Wilderness School, Medindie, SA",51,91078,1179,Non-government,Combined,,68,89,719,,2010,465,429,472,448,476,561,540,543,530,526,615,614,621,603,610,673,658,632,659,655,"U, R-12"
2294,1000,-,62,700,26.6,65,701,-,Metropolitan,"Wilderness School, Medindie, SA",44,91078,1120,Non-government,Combined,,60,88,701,,2009,462,413,474,466,462,555,527,556,546,536,604,603,607,591,616,670,653,650,646,675,"U, R-12"
2295,1000,-,,643.6,16.7,59.6,646,-,Metropolitan,"Wilderness School, Medindie, SA",35,91078,1120,Non-government,Combined,,,82,646,,2008,450,412,441,421,446,563,511,564,526,547,615,619,587,599,614,646,656,645,644,661,-
2296,1000,155,,303,11.6,23.2,148,1%,Metropolitan,"Willunga Waldorf School, Willunga, SA",20,91079,1034,Non-government,Combined,,,32,303,,2014,-,-,-,-,-,-,-,-,-,-,580,491,552,571,399,-,-,-,-,-,R-12
2297,1000,150,,267,9.1,22.5,117,0%,Metropolitan,"Willunga Waldorf School, Willunga, SA",18,91079,1057,Non-government,Combined,,,30,267,,2013,453,-,409,362,346,519,471,520,506,439,-,-,-,-,-,-,-,-,-,-,"U, R-12"
2298,1000,145,,246.6,10.3,20.6,107,-,Metropolitan,"Willunga Waldorf School, Willunga, SA",21,91079,1006,Non-government,Combined,,,27,252,,2012,-,-,-,-,-,-,-,-,-,-,548,496,565,520,454,-,-,-,-,-,"U, R-12"
2299,1000,157,,255.8,8.5,23,104,-,Metropolitan,"Willunga Waldorf School, Willunga, SA",18,91079,1007,Non-government,Combined,,,30,261,,2011,,-,-,,,-,-,-,-,-,537,574,570,531,452,587,555,578,596,547,"U, R-12"
2300,1000,135,,243.4,6.8,20.8,113,-,Metropolitan,"Willunga Waldorf School, Willunga, SA",15,91079,1006,Non-government,Combined,,,26,248,,2010,,,,,,-,-,-,-,-,618,565,601,560,-,-,-,-,-,-,"U, R-12"
2301,1000,126,,230.4,8.6,20.4,109,-,Metropolitan,"Willunga Waldorf School, Willunga, SA",17,91079,1025,Non-government,Combined,,,24,235,,2009,-,-,-,-,-,547,518,559,496,508,-,-,-,-,-,-,-,-,-,-,"U, R-12"
2302,1000,122,,222,7,19,105,-,Metropolitan,"Willunga Waldorf School, Willunga, SA",14,91079,1025,Non-government,Combined,,,21,227,,2008,-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-
2303,1000,78,,147,6.8,10.5,69,1%,Metropolitan,"Hallett Cove South Primary School, Hallett Cove, SA",10,90853,1017,Government,Primary,,,14,147,,2014,392,354,360,396,374,457,425,465,456,399,515,527,528,537,506,,,,,,"U, R-7"
2304,1000,86,,163,7.6,11.1,77,3%,Metropolitan,"Hallett Cove South Primary School, Hallett Cove, SA",11,90853,1032,Government,Primary,,,15,163,,2013,391,384,408,397,406,483,457,511,524,477,499,499,536,520,516,,,,,,"U, R-7"
2305,1000,97,,171,6.9,9.6,74,3%,Metropolitan,"Hallett Cove South Primary School, Hallett Cove, SA",9,90853,1009,Government,Primary,,,13,171,,2012,349,350,382,353,345,465,459,472,482,464,543,547,528,513,551,,,,,,"U, R-7"
2306,1000,91,,161,5.8,10.3,70,2%,Metropolitan,"Hallett Cove South Primary School, Hallett Cove, SA",9,90853,1015,Government,Primary,,,13,161,,2011,411,369,398,415,379,477,443,479,455,480,529,523,515,532,534,,,,,,"U, R-7"
2307,1000,83,,165,5.7,9.8,82,3%,Metropolitan,"Hallett Cove South Primary School, Hallett Cove, SA",8,90853,1020,Government,Primary,,,11,165,,2010,385,381,396,382,409,474,463,482,463,459,516,498,520,548,534,,,,,,"U, R-7"
2308,1000,93,,156,5.3,9.6,63,1%,Metropolitan,"Hallett Cove South Primary School, Hallett Cove, SA",9,90853,1052,Government,Primary,,,11,156,,2009,400,357,382,373,389,453,446,446,484,474,498,507,492,512,500,,,,,,"U, R-7"
2309,1000,94,,167,5.9,11.7,73,2%,Metropolitan,"Hallett Cove South Primary School, Hallett Cove, SA",10,90853,1052,Government,Primary,,,13,167,,2008,399,363,399,380,388,495,460,468,493,471,503,514,526,520,531,,,,,,-
2310,1000,53,,101,2.7,6.8,48,-,Provincial,"Greenock Primary School, Greenock, SA",5,90464,1001,Government,Primary,,,8,101,,2014,349,349,365,359,389,438,436,467,435,421,553,554,553,548,541,,,,,,R-7
2311,1000,52,,101,3.6,7.1,49,-,Provincial,"Greenock Primary School, Greenock, SA",6,90464,1002,Government,Primary,,,8,101,,2013,449,399,427,415,433,456,441,476,453,464,551,533,541,569,567,,,,,,R-7
2312,1000,52,,107,2.8,5.6,55,0%,Provincial,"Greenock Primary School, Greenock, SA",6,90464,1012,Government,Primary,,,6,107,,2012,356,321,350,362,393,491,498,502,477,461,540,526,557,521,527,,,,,,R-7
2313,1000,46,,102,2.2,5.4,56,-,Provincial,"Greenock Primary School, Greenock, SA",5,90464,1016,Government,Primary,,,6,102,,2011,405,364,362,395,397,513,478,501,486,468,549,543,525,510,496,,,,,,R-7
2314,1000,46,,97,2.5,5,51,-,Provincial,"Greenock Primary School, Greenock, SA",5,90464,1015,Government,Primary,,,5,97,,2010,424,423,400,391,406,486,467,461,461,465,523,527,543,484,538,,,,,,R-7
2315,1000,31,,65,1.8,4.4,34,-,Provincial,"Greenock Primary School, Greenock, SA",4,90464,1027,Government,Primary,,,5,65,,2009,396,380,397,384,401,494,461,488,452,476,-,-,-,-,-,,,,,,R-7
2316,1000,36,,78,1.8,4.9,42,-,Provincial,"Greenock Primary School, Greenock, SA",4,90464,1027,Government,Primary,,,5,78,,2008,393,381,401,379,418,473,437,463,414,437,544,554,551,552,544,,,,,,-
2317,1000,152,,302,7.4,15.6,150,6%,Metropolitan,"Ridgehaven Primary School, Ridgehaven, SA",9,90851,1003,Government,Primary,,,19,302,,2014,388,370,413,387,401,483,461,483,503,455,525,520,542,536,497,,,,,,R-7
2318,1000,155,,330,6.4,17.8,175,6%,Metropolitan,"Ridgehaven Primary School, Ridgehaven, SA",8,90851,1005,Government,Primary,,,19,330,,2013,408,380,417,422,426,478,448,489,471,451,516,519,532,528,492,,,,,,R-7
2319,1000,164,,335,6.1,16.8,171,4%,Metropolitan,"Ridgehaven Primary School, Ridgehaven, SA",8,90851,999,Government,Primary,,,19,335,,2012,390,378,415,418,404,484,467,497,497,458,543,511,534,529,504,,,,,,R-7
2320,1000,157,,316,6,16.8,159,3%,Metropolitan,"Ridgehaven Primary School, Ridgehaven, SA",8,90851,1008,Government,Primary,,,18,316,,2011,395,371,399,393,405,509,473,491,474,447,517,524,530,523,497,,,,,,R-7
2321,1000,152,,310,6,16.6,158,3%,Metropolitan,"Ridgehaven Primary School, Ridgehaven, SA",9,90851,1009,Government,Primary,,,19,310,,2010,410,390,427,411,426,501,476,504,474,494,536,532,553,549,549,,,,,,R-7
2322,1000,160,,318,6.5,16.6,158,3%,Metropolitan,"Ridgehaven Primary School, Ridgehaven, SA",10,90851,1009,Government,Primary,,,19,318,,2009,435,379,430,412,426,494,480,502,482,511,534,530,543,541,527,,,,,,R-7
2323,1000,150,,297,6.3,16.3,147,3%,Metropolitan,"Ridgehaven Primary School, Ridgehaven, SA",10,90851,1009,Government,Primary,,,19,297,,2008,400,386,419,396,424,510,463,500,488,501,541,534,540,530,545,,,,,,-
2324,1000,145,,294,8.9,21.8,149,5%,Metropolitan,"Para Vista Primary School, Para Vista, SA",13,90850,955,Government,Primary,,,25,294,,2014,342,323,335,339,355,426,430,427,441,394,501,495,517,520,464,,,,,,R-7
2325,1000,175,,344,8.8,26.1,169,4%,Metropolitan,"Para Vista Primary School, Para Vista, SA",12,90850,967,Government,Primary,,,28,344,,2013,359,359,375,358,369,470,459,477,472,443,510,518,517,544,499,,,,,,R-7
2326,1000,200,,372,8.4,24.4,172,5%,Metropolitan,"Para Vista Primary School, Para Vista, SA",12,90850,964,Government,Primary,,,28,372,,2012,343,338,346,347,369,437,443,462,482,445,518,504,505,528,496,,,,,,R-7
2327,1000,218,,405,8.4,25.8,187,3%,Metropolitan,"Para Vista Primary School, Para Vista, SA",11,90850,964,Government,Primary,,,29,405,,2011,380,391,386,393,394,472,444,470,474,467,528,519,521,516,521,,,,,,R-7
2328,1000,229,,430,8.9,27,201,4%,Metropolitan,"Para Vista Primary School, Para Vista, SA",14,90850,966,Government,Primary,,,31,430,,2010,364,363,391,393,390,476,463,451,486,473,541,518,531,540,512,,,,,,R-7
2329,1000,252,,465,10.3,27.4,213,4%,Metropolitan,"Para Vista Primary School, Para Vista, SA",16,90850,961,Government,Primary,,,31,465,,2009,402,374,391,405,408,459,447,466,464,479,507,518,515,530,507,,,,,,R-7
2330,1000,258,,472,8.4,27.6,214,4%,Metropolitan,"Para Vista Primary School, Para Vista, SA",14,90850,961,Government,Primary,,,31,472,,2008,382,376,381,396,390,485,450,481,496,468,518,520,518,538,535,,,,,,-
2331,1000,576,88,576,18.1,39.6,-,2%,Metropolitan,"St Paul's College, Gilles Plains, SA",24,90978,1009,Non-government,Combined,,77,43,576,491,2014,,,,,,481,481,461,463,457,533,560,545,554,521,561,590,571,568,527,"R-1, 5-12"
2332,1000,591,69,591,17.3,41.8,-,1%,Metropolitan,"St Paul's College, Gilles Plains, SA",22,90978,1002,Non-government,Combined,8,59,46,591,31,2013,,,,,,497,484,501,496,501,515,541,529,541,521,566,597,572,583,551,"U, R-12"
2333,1000,584,69,583.4,17.9,45.1,-,1%,Metropolitan,"St Paul's College, Gilles Plains, SA",23,90978,992,Non-government,Combined,,56,49,584,23,2012,,,,,,444,486,455,479,439,520,529,523,523,493,554,587,566,561,543,"U, R-12"
2334,1000,582,58,582,19.3,43.6,-,1%,Metropolitan,"St Paul's College, Gilles Plains, SA",25,90978,995,Non-government,Combined,,50,46,582,42,2011,,,,,,460,475,462,456,458,511,522,514,517,498,543,578,560,562,553,"U, R-12"
2335,1000,554,82,554,21.4,46.6,-,-,Metropolitan,"St Paul's College, Gilles Plains, SA",26,90978,992,Non-government,Combined,,73,49,554,,2010,,,,,,469,480,461,470,486,531,566,540,547,554,567,591,564,569,571,"U, R-12"
2336,1000,592,67,590.7,21.8,52.4,-,1%,Metropolitan,"St Paul's College, Gilles Plains, SA",26,90978,996,Non-government,Combined,,56,55,592,,2009,,,,,,484,483,466,469,452,504,536,523,502,504,565,581,566,565,565,"U, R-12"
2337,1000,603,,603,23,49.5,-,1%,Metropolitan,"St Paul's College, Gilles Plains, SA",29,90978,996,Non-government,Combined,,,52,603,,2008,,,,,,469,465,489,476,466,519,571,543,550,530,551,588,576,567,558,-
2338,1000,63,,121,4,7.8,58,7%,Metropolitan,"Marion Primary School, Marion, SA",6,90828,991,Government,Primary,,,9,121,,2014,383,353,379,384,355,440,439,461,480,417,565,521,557,544,499,,,,,,R-7
2339,1000,73,,129,4.2,8.2,56,7%,Metropolitan,"Marion Primary School, Marion, SA",6,90828,999,Government,Primary,,,9,129,,2013,406,359,408,409,353,491,465,495,505,459,531,530,528,535,494,,,,,,R-7
2340,1000,76,,135.5,3.7,7.5,60,8%,Metropolitan,"Marion Primary School, Marion, SA",6,90828,997,Government,Primary,,,8,136,,2012,423,385,415,432,414,467,491,480,496,440,527,507,514,574,522,,,,,,R-7
2341,1000,77,,145,3.7,10.8,68,7%,Metropolitan,"Marion Primary School, Marion, SA",6,90828,1010,Government,Primary,,,13,145,,2011,376,369,380,395,365,462,458,468,476,432,540,570,544,572,517,,,,,,R-7
2342,1000,82,,156,5,9.6,74,4%,Metropolitan,"Marion Primary School, Marion, SA",7,90828,1021,Government,Primary,,,11,156,,2010,400,387,385,378,407,457,434,452,477,443,518,529,543,531,537,,,,,,R-7
2343,1000,96,,192,3.3,11.8,96,3%,Metropolitan,"Marion Primary School, Marion, SA",5,90828,1013,Government,Primary,,,14,192,,2009,394,359,365,387,391,504,496,489,493,505,523,510,514,530,542,,,,,,R-7
2344,1000,96,,187,3.4,12,91,1%,Metropolitan,"Marion Primary School, Marion, SA",5,90828,1013,Government,Primary,,,13,187,,2008,384,358,381,398,390,452,441,462,451,468,542,516,537,578,529,,,,,,-
2345,1000,131,,242,5.8,14.7,111,2%,Metropolitan,"St Patrick's School, Mansfield Park, SA",14,91015,973,Non-government,Primary,,,23,242,,2014,384,364,366,419,365,450,450,442,474,446,560,579,532,580,533,,,,,,R-7
2346,1000,120,,223,6.6,14.8,103,2%,Metropolitan,"St Patrick's School, Mansfield Park, SA",15,91015,976,Non-government,Primary,,,23,223,,2013,393,359,374,410,401,476,452,453,499,471,588,596,543,590,537,,,,,,"U, R-7"
2347,1000,119,,205,6.3,13.1,86,1%,Metropolitan,"St Patrick's School, Mansfield Park, SA",14,91015,973,Non-government,Primary,,,23,205,,2012,385,354,380,416,385,492,493,455,527,482,554,550,521,564,536,,,,,,"U, R-7"
2348,1000,125,,201,7.1,13.5,76,1%,Metropolitan,"St Patrick's School, Mansfield Park, SA",15,91015,963,Non-government,Primary,,,21,201,,2011,378,353,354,392,394,496,514,477,526,480,515,542,509,536,496,,,,,,"U, R-7"
2349,1000,115,,191,7.5,13.3,76,-,Metropolitan,"St Patrick's School, Mansfield Park, SA",14,91015,950,Non-government,Primary,,,20,191,,2010,430,383,399,426,413,511,509,464,509,484,507,543,505,562,533,,,,,,"U, R-7"
2350,1000,113,,213,6,15.4,100,-,Metropolitan,"St Patrick's School, Mansfield Park, SA",14,91015,936,Non-government,Primary,,,20,213,,2009,424,419,429,470,429,468,464,446,490,467,549,568,541,585,583,,,,,,"U, R-7"
2351,1000,117,,230,6.1,16,113,-,Metropolitan,"St Patrick's School, Mansfield Park, SA",13,91015,936,Non-government,Primary,,,19,230,,2008,384,387,389,423,390,460,458,454,513,477,557,580,541,581,554,,,,,,-
2352,1000,73,,175,7.1,14.4,102,14%,Provincial,"Melaleuca Park Primary School, Mount Gambier, SA",10,91461,911,Government,Primary,,,16,175,,2014,367,351,380,358,360,447,421,438,450,408,495,499,512,493,440,,,,,,R-7
2353,1000,89,,191,9,15.2,102,14%,Provincial,"Melaleuca Park Primary School, Mount Gambier, SA",13,91461,914,Government,Primary,,,17,191,,2013,385,381,382,388,390,473,446,476,453,447,511,519,508,520,459,,,,,,R-7
2354,1000,86,,187,8.1,15.6,101,15%,Provincial,"Melaleuca Park Primary School, Mount Gambier, SA",11,91461,921,Government,Primary,,,17,187,,2012,384,340,372,394,381,426,437,436,454,423,513,507,524,493,472,,,,,,R-7
2355,1000,103,,203,6.4,15.8,100,15%,Provincial,"Melaleuca Park Primary School, Mount Gambier, SA",10,91461,912,Government,Primary,,,18,203,,2011,369,358,369,371,357,426,439,434,425,422,482,496,505,501,478,,,,,,R-7
2356,1000,104,,200,6.5,14.8,96,11%,Provincial,"Melaleuca Park Primary School, Mount Gambier, SA",11,91461,894,Government,Primary,,,17,200,,2010,314,337,338,348,360,442,448,465,455,425,509,480,495,519,487,,,,,,R-7
2357,1000,100,,184.8,7.5,15.8,85,18%,Metropolitan,"Wandana Primary School, Gilles Plains, SA",11,90829,935,Government,Primary,,,17,185,,2014,318,335,321,354,346,463,427,449,436,438,533,545,552,555,507,,,,,,"U, R-7"
2358,1000,109,,201,11.6,16.2,92,17%,Metropolitan,"Wandana Primary School, Gilles Plains, SA",18,90829,935,Government,Primary,,,18,201,,2013,427,363,413,430,432,460,434,473,487,480,517,511,509,504,481,,,,,,"U, R-7"
2359,1000,99,,186,12.3,17.5,87,20%,Metropolitan,"Wandana Primary School, Gilles Plains, SA",17,90829,928,Government,Primary,,,19,186,,2012,335,315,340,370,403,467,435,480,504,468,535,509,516,548,512,,,,,,"U, R-7"
2360,1000,113,,209,10.7,17.3,96,19%,Metropolitan,"Wandana Primary School, Gilles Plains, SA",16,90829,929,Government,Primary,,,18,209,,2011,344,341,354,368,383,434,434,423,446,439,483,484,491,488,479,,,,,,"U, R-7"
2361,1000,108,,195,9.3,15.7,87,19%,Metropolitan,"Wandana Primary School, Gilles Plains, SA",16,90829,929,Government,Primary,,,17,195,,2010,358,343,386,377,368,466,450,465,474,469,502,546,535,545,481,,,,,,"U, R-7"
2362,1000,102,,181,9.4,14.4,79,18%,Metropolitan,"Wandana Primary School, Gilles Plains, SA",16,90829,910,Government,Primary,,,15,181,,2009,372,346,376,380,408,420,412,411,426,467,486,486,481,506,480,,,,,,"U, R-7"
2363,1000,112,,194,9.2,14.2,82,23%,Metropolitan,"Wandana Primary School, Gilles Plains, SA",16,90829,910,Government,Primary,,,15,194,,2008,366,359,378,383,419,459,413,437,445,459,478,493,468,500,484,,,,,,-
2364,1000,3,,8,1,1.8,5,25%,Provincial,"Mount Torrens Primary School, Mount Torrens, SA",3,90529,972,Government,Primary,,,3,8,,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
2365,1000,17,,29,1.6,3.2,12,7%,Provincial,"Mount Torrens Primary School, Mount Torrens, SA",3,90529,999,Government,Primary,,,4,29,,2013,-,-,-,-,-,-,-,-,-,-,544,535,564,598,514,,,,,,R-7
2366,1000,35,,52,2.1,4,17,0%,Provincial,"Mount Torrens Primary School, Mount Torrens, SA",4,90529,1018,Government,Primary,,,5,52,,2012,427,443,441,417,415,463,479,462,503,434,552,531,546,545,539,,,,,,R-7
2367,1000,41,,76,2.3,3.8,35,-,Provincial,"Mount Torrens Primary School, Mount Torrens, SA",4,90529,1024,Government,Primary,,,5,76,,2011,391,359,386,378,365,499,502,524,497,451,550,520,564,530,511,,,,,,R-7
2368,1000,40,,82.6,2.6,3.3,43,-,Provincial,"Mount Torrens Primary School, Mount Torrens, SA",4,90529,1013,Government,Primary,,,5,83,,2010,415,424,472,438,445,487,490,505,482,501,559,574,601,539,571,,,,,,R-7
2369,1000,32,,74.6,2.1,5.5,43,-,Provincial,"Mount Torrens Primary School, Mount Torrens, SA",4,90529,1056,Government,Primary,,,8,75,,2009,473,375,436,434,445,526,506,538,499,500,564,572,588,535,586,,,,,,R-7
2370,1000,41,,83,1.7,4.7,42,-,Provincial,"Mount Torrens Primary School, Mount Torrens, SA",3,90529,1056,Government,Primary,,,6,83,,2008,417,398,422,402,431,518,493,556,480,494,571,598,583,536,570,,,,,,-
2371,1000,143,,290,5.4,15,147,-,Metropolitan,"St John the Baptist Catholic School, Plympton, SA",11,91025,1078,Non-government,Primary,,,18,290,,2014,450,413,445,408,412,497,469,489,503,460,562,555,570,580,513,,,,,,R-7
2372,1000,142,,285,5.4,15.4,143,-,Metropolitan,"St John the Baptist Catholic School, Plympton, SA",11,91025,1078,Non-government,Primary,,,19,285,,2013,424,387,425,436,402,483,478,503,499,486,543,533,547,571,542,,,,,,"U, R-7"
2373,1000,145,,286,4.4,15.7,141,-,Metropolitan,"St John the Baptist Catholic School, Plympton, SA",10,91025,1075,Non-government,Primary,,,20,286,,2012,419,389,403,410,399,506,499,501,511,475,543,528,562,557,553,,,,,,"U, R-7"
2374,1000,138,,282,4.5,15.7,144,-,Metropolitan,"St John the Baptist Catholic School, Plympton, SA",10,91025,1085,Non-government,Primary,,,19,282,,2011,423,391,422,410,414,508,480,515,495,483,551,568,562,547,563,,,,,,"U, R-7"
2375,1000,138,,271,4.1,14.3,133,-,Metropolitan,"St John the Baptist Catholic School, Plympton, SA",9,91025,1085,Non-government,Primary,,,19,271,,2010,423,394,429,412,433,524,478,502,507,529,567,552,563,553,558,,,,,,"U, R-7"
2376,1000,130,,269,4.3,14.1,139,-,Metropolitan,"St John the Baptist Catholic School, Plympton, SA",9,91025,1029,Non-government,Primary,,,18,269,,2009,439,395,429,427,454,532,507,524,503,523,554,545,562,561,558,,,,,,"U, R-7"
2377,1000,126,,272,4.3,14.2,146,-,Metropolitan,"St John the Baptist Catholic School, Plympton, SA",8,91025,1029,Non-government,Primary,,,20,272,,2008,441,405,431,439,450,537,490,518,515,515,561,540,559,549,565,,,,,,-
2378,1000,546,60,1040.8,26.8,62.1,500,1%,Provincial,"St Francis de Sales College, Mount Barker, SA",38,91017,1035,Non-government,Combined,5,58,70,1046,690,2014,407,380,406,384,369,501,467,491,495,454,542,533,542,542,514,565,574,577,564,550,R-12
2379,1000,530,60,1038,27.2,63.2,508,1%,Provincial,"St Francis de Sales College, Mount Barker, SA",37,91017,1043,Non-government,Combined,2,60,70,1038,314,2013,412,368,396,406,406,500,475,506,491,477,518,534,546,546,521,575,571,590,578,568,"U, R-12"
2380,1000,508,52,1013,24.5,60.2,506,0%,Provincial,"St Francis de Sales College, Mount Barker, SA",35,91017,1048,Non-government,Combined,2,45,67,1014,183,2012,409,373,398,407,415,482,478,480,487,460,552,539,538,537,519,575,569,584,564,564,"U, R-12"
2381,1000,486,55,950,23.8,58.1,464,1%,Provincial,"St Francis de Sales College, Mount Barker, SA",34,91017,1061,Non-government,Combined,,55,67,950,62,2011,437,392,436,402,414,487,471,482,470,471,544,540,542,540,552,578,571,589,579,596,"U, R-12"
2382,1000,475,47,921,23.2,59.6,446,1%,Provincial,"St Francis de Sales College, Mount Barker, SA",31,91017,1060,Non-government,Combined,,47,65,921,,2010,389,380,416,376,413,479,466,480,472,472,522,538,548,532,546,581,581,583,576,581,"U, R-12"
2383,1000,450,38,890,21.8,57.7,440,-,Provincial,"St Francis de Sales College, Mount Barker, SA",29,91017,1040,Non-government,Combined,,35,63,890,,2009,399,349,398,378,409,496,463,497,490,491,535,527,540,542,543,593,576,603,568,611,"U, R-12"
2384,1000,425,,861,21.4,54.8,436,-,Provincial,"St Francis de Sales College, Mount Barker, SA",28,91017,1040,Non-government,Combined,,,60,861,,2008,401,397,397,396,416,499,464,488,469,490,529,555,557,535,535,581,584,592,585,595,-
2385,1000,70,,125,4.3,8.9,55,3%,Provincial,"St Mary MacKillop School, Wallaroo, SA",12,91463,1013,Non-government,Primary,,,11,125,,2014,393,364,402,389,396,476,469,497,467,488,514,532,517,492,497,,,,,,R-7
2386,1000,60,,112,3.7,8.9,52,4%,Provincial,"St Mary MacKillop School, Wallaroo, SA",10,91463,1013,Non-government,Primary,,,11,112,,2013,372,348,361,333,363,498,466,517,456,464,530,510,522,535,533,,,,,,"U, R-7"
2387,1000,56,,104,3.6,9,48,4%,Provincial,"St Mary MacKillop School, Wallaroo, SA",10,91463,1007,Non-government,Primary,,,11,104,,2012,383,364,460,380,385,511,495,480,441,458,549,537,564,530,509,,,,,,"U, R-7"
2388,1000,61,,110,2.9,9.2,49,2%,Provincial,"St Mary MacKillop School, Wallaroo, SA",8,91463,994,Non-government,Primary,,,10,110,,2011,410,381,415,386,385,500,470,452,476,462,540,571,550,546,543,,,,,,"U, R-7"
